point cloud with 30522 points in dimension 768
persistence intervals in dim 0:
 [0,0.15424)
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
 [0, )
persistence intervals in dim 1:
 [0.16999, )
 [0.169971, )
 [0.169961, )
 [0.169936, )
 [0.169935, )
 [0.169916, )
 [0.169914, )
 [0.169911, )
 [0.169891, )
 [0.169881, )
 [0.16987, )
 [0.169861, )
 [0.169853, )
 [0.169847, )
 [0.169792,0.169956)
 [0.169769,0.169839)
 [0.169767, )
 [0.169766, )
 [0.169734, )
 [0.16971, )
 [0.169709,0.1699)
 [0.169667, )
 [0.169664,0.169689)
 [0.169658,0.169963)
 [0.169647,0.169727)
 [0.16964, )
 [0.16964, )
 [0.169639, )
 [0.169636, )
 [0.169614, )
 [0.169515,0.169858)
 [0.169511,0.169661)
 [0.169504,0.169508)
 [0.169503, )
 [0.169498,0.169941)
 [0.169491,0.169558)
 [0.169489,0.169771)
 [0.169485,0.169957)
 [0.169464,0.169609)
 [0.169461,0.169491)
 [0.169433,0.169499)
 [0.169432,0.169938)
 [0.169427,0.169657)
 [0.169417, )
 [0.169411,0.169615)
 [0.169402,0.169932)
 [0.169399,0.1697)
 [0.169391,0.169485)
 [0.169389, )
 [0.169363, )
 [0.16936,0.169443)
 [0.169345,0.169353)
 [0.169337,0.169766)
 [0.169329,0.16957)
 [0.169324,0.169333)
 [0.169321,0.169547)
 [0.16932,0.169415)
 [0.169314,0.169383)
 [0.16931,0.169391)
 [0.169309, )
 [0.169307,0.169609)
 [0.1693,0.169809)
 [0.169284, )
 [0.169281,0.169895)
 [0.169261, )
 [0.169242,0.169938)
 [0.169236,0.16975)
 [0.169213,0.169978)
 [0.169212, )
 [0.169207,0.169609)
 [0.169201,0.169828)
 [0.169192,0.169351)
 [0.169174,0.169317)
 [0.169174,0.169223)
 [0.16917, )
 [0.169123,0.169851)
 [0.169114,0.169244)
 [0.169105,0.169123)
 [0.169105,0.169955)
 [0.169101,0.169824)
 [0.169092,0.16992)
 [0.169088,0.169212)
 [0.169083, )
 [0.169077,0.169829)
 [0.169075,0.169558)
 [0.169072,0.169728)
 [0.169058,0.169537)
 [0.169029,0.169063)
 [0.169026,0.169234)
 [0.169004,0.16921)
 [0.169003,0.16902)
 [0.168998,0.169109)
 [0.168995,0.169428)
 [0.168977, )
 [0.168969,0.169683)
 [0.168962,0.169258)
 [0.168957,0.169412)
 [0.168943, )
 [0.168931,0.169821)
 [0.168922, )
 [0.168918,0.169003)
 [0.168914,0.169423)
 [0.168909,0.16943)
 [0.168908, )
 [0.168904,0.169039)
 [0.168892,0.169083)
 [0.168873,0.169095)
 [0.168864,0.169509)
 [0.168844,0.169069)
 [0.168825,0.169434)
 [0.168825,0.168871)
 [0.168808, )
 [0.168807,0.168824)
 [0.168787, )
 [0.168777,0.168849)
 [0.168773,0.168887)
 [0.168766,0.169697)
 [0.168764,0.169779)
 [0.168764,0.169113)
 [0.168762,0.169169)
 [0.168755,0.169025)
 [0.168754,0.168797)
 [0.168752,0.16897)
 [0.16874,0.168893)
 [0.168737,0.168831)
 [0.168731,0.169126)
 [0.16873,0.168948)
 [0.168725,0.168886)
 [0.168723,0.169032)
 [0.168723,0.169355)
 [0.168722,0.168728)
 [0.168721,0.168958)
 [0.168717,0.169103)
 [0.168696,0.169103)
 [0.168695,0.168875)
 [0.168687,0.16915)
 [0.168684,0.169541)
 [0.168684,0.169171)
 [0.168683,0.168868)
 [0.168659,0.168737)
 [0.168648,0.168706)
 [0.168647, )
 [0.168643, )
 [0.168635,0.169162)
 [0.16863,0.16965)
 [0.168627,0.168829)
 [0.168615,0.16998)
 [0.168604, )
 [0.168593,0.168812)
 [0.168589,0.169609)
 [0.168583,0.168819)
 [0.168575,0.168804)
 [0.168571,0.169202)
 [0.168569,0.169016)
 [0.168566,0.168813)
 [0.168562,0.168894)
 [0.168562,0.169178)
 [0.168555,0.168684)
 [0.168549,0.16876)
 [0.168548, )
 [0.168544,0.168798)
 [0.168532, )
 [0.168498,0.168971)
 [0.168485,0.169683)
 [0.168485,0.168697)
 [0.168468,0.1694)
 [0.168466, )
 [0.168464,0.168651)
 [0.168448,0.168763)
 [0.168446,0.168912)
 [0.168441,0.169367)
 [0.168438,0.16851)
 [0.168434,0.168464)
 [0.168432,0.168666)
 [0.168429,0.169006)
 [0.168423,0.169156)
 [0.16842,0.169546)
 [0.16842,0.168638)
 [0.168414,0.169842)
 [0.168411,0.168767)
 [0.16841,0.168782)
 [0.168408,0.169014)
 [0.168408,0.168996)
 [0.168402,0.169855)
 [0.1684,0.168724)
 [0.168391,0.168488)
 [0.16839,0.168928)
 [0.168379,0.168637)
 [0.168377,0.169221)
 [0.16837,0.169661)
 [0.168369,0.169086)
 [0.168368,0.168692)
 [0.168364,0.168499)
 [0.168363,0.168365)
 [0.168361,0.16865)
 [0.168359,0.168497)
 [0.168356,0.168887)
 [0.168351,0.16846)
 [0.168345,0.16909)
 [0.16834,0.168999)
 [0.16834,0.168531)
 [0.168333,0.168366)
 [0.168329,0.16874)
 [0.168325,0.168638)
 [0.16832,0.169241)
 [0.168314,0.168839)
 [0.168298,0.16839)
 [0.168293,0.168651)
 [0.168287,0.168364)
 [0.168287, )
 [0.16827,0.168789)
 [0.168259,0.168813)
 [0.168256,0.169162)
 [0.168255,0.169379)
 [0.168252,0.168763)
 [0.168249,0.168284)
 [0.168246,0.168412)
 [0.168245,0.16876)
 [0.168244,0.16847)
 [0.168238,0.169171)
 [0.168235,0.168476)
 [0.168234,0.169976)
 [0.168226,0.168688)
 [0.168225,0.168687)
 [0.168225,0.168967)
 [0.168221,0.168765)
 [0.168221,0.168231)
 [0.168216,0.168358)
 [0.168209,0.168556)
 [0.168205,0.169801)
 [0.168205,0.168369)
 [0.168204,0.169038)
 [0.168192,0.169479)
 [0.168191,0.168789)
 [0.168189,0.168946)
 [0.168186,0.168221)
 [0.168186,0.168227)
 [0.168181,0.169541)
 [0.168178,0.168992)
 [0.168174, )
 [0.168172,0.168293)
 [0.168167,0.168208)
 [0.168166,0.168258)
 [0.168165,0.168675)
 [0.168165,0.168204)
 [0.168164,0.168406)
 [0.168162,0.16823)
 [0.168157,0.169837)
 [0.168156,0.16893)
 [0.168154,0.169385)
 [0.16815,0.168647)
 [0.168149,0.16844)
 [0.168145,0.168694)
 [0.168132,0.168301)
 [0.16812,0.168479)
 [0.168119,0.168165)
 [0.168118,0.1685)
 [0.168116,0.169516)
 [0.168113,0.168299)
 [0.168108,0.168413)
 [0.168102,0.169325)
 [0.168097,0.168621)
 [0.168093,0.168134)
 [0.168091,0.168625)
 [0.168091,0.168558)
 [0.168091,0.168474)
 [0.16809,0.16872)
 [0.168087,0.168585)
 [0.168085,0.168635)
 [0.168085,0.168455)
 [0.168082,0.169053)
 [0.168081,0.169415)
 [0.168064,0.169066)
 [0.168063,0.168387)
 [0.168062,0.168616)
 [0.168062,0.16834)
 [0.168061,0.169123)
 [0.168057,0.168355)
 [0.168055,0.169052)
 [0.168053,0.168215)
 [0.168053,0.168976)
 [0.16805,0.16829)
 [0.16805,0.168779)
 [0.168046, )
 [0.168044,0.169126)
 [0.168034,0.168341)
 [0.168033,0.168354)
 [0.168032,0.168563)
 [0.168032,0.168615)
 [0.168025,0.168879)
 [0.168017,0.168028)
 [0.168015,0.16887)
 [0.168014,0.16852)
 [0.168013,0.168385)
 [0.168013,0.168901)
 [0.168009,0.168278)
 [0.168005,0.16822)
 [0.168001,0.168201)
 [0.168,0.168463)
 [0.167994,0.167995)
 [0.167992,0.168511)
 [0.167991,0.168322)
 [0.167991,0.168906)
 [0.167986,0.168354)
 [0.167983,0.168107)
 [0.167983,0.168927)
 [0.16798,0.168372)
 [0.167974,0.168434)
 [0.167966,0.168264)
 [0.167963,0.168173)
 [0.167959,0.168402)
 [0.167955,0.168437)
 [0.167953,0.168273)
 [0.167952,0.169405)
 [0.167951,0.168256)
 [0.167948,0.168146)
 [0.167937,0.167971)
 [0.167937,0.168607)
 [0.167931,0.168101)
 [0.167927,0.168466)
 [0.167926,0.168715)
 [0.167922,0.168166)
 [0.167921,0.16888)
 [0.167921,0.168083)
 [0.16792,0.168612)
 [0.167919,0.168645)
 [0.167917,0.169923)
 [0.167916,0.168281)
 [0.167914,0.16844)
 [0.167912,0.168659)
 [0.167908,0.168423)
 [0.167905,0.168064)
 [0.167902, )
 [0.167902,0.168407)
 [0.1679,0.168402)
 [0.167896,0.167938)
 [0.167895,0.168001)
 [0.167895,0.168457)
 [0.167882,0.168001)
 [0.16788,0.16915)
 [0.167875,0.168659)
 [0.167873,0.168619)
 [0.16787,0.168713)
 [0.167864,0.168065)
 [0.167864,0.168259)
 [0.167856,0.16789)
 [0.167855,0.168851)
 [0.167851,0.168024)
 [0.167851,0.168302)
 [0.167845,0.169056)
 [0.167844, )
 [0.167842,0.169396)
 [0.167838,0.167843)
 [0.167833,0.168636)
 [0.167833,0.168223)
 [0.167829,0.168001)
 [0.167829,0.169081)
 [0.167827,0.169159)
 [0.167826,0.16898)
 [0.167825,0.168842)
 [0.167824,0.169289)
 [0.167822,0.168258)
 [0.167815,0.168276)
 [0.167811,0.168783)
 [0.167807,0.16807)
 [0.167804,0.167982)
 [0.167803,0.168385)
 [0.167802,0.168584)
 [0.167799,0.167927)
 [0.167797,0.167825)
 [0.167795,0.16833)
 [0.167794,0.169558)
 [0.167792,0.168045)
 [0.167782,0.168729)
 [0.167782,0.168969)
 [0.167779,0.167951)
 [0.167777,0.16851)
 [0.167772,0.168086)
 [0.167767,0.168067)
 [0.167765,0.168413)
 [0.167761,0.167848)
 [0.167758,0.167851)
 [0.167756,0.168168)
 [0.167754, )
 [0.167742, )
 [0.167741,0.168255)
 [0.167738,0.168227)
 [0.167736,0.168875)
 [0.167723,0.16803)
 [0.167721,0.168113)
 [0.167713,0.167897)
 [0.16771,0.167755)
 [0.167709,0.1681)
 [0.167707,0.167863)
 [0.167706,0.16827)
 [0.167706,0.168258)
 [0.167702,0.169358)
 [0.1677,0.169556)
 [0.1677,0.167771)
 [0.1677,0.168094)
 [0.167692,0.167977)
 [0.16769,0.16817)
 [0.167686,0.168088)
 [0.167683,0.169582)
 [0.167682,0.167974)
 [0.167677,0.168127)
 [0.167675,0.169178)
 [0.167673,0.168113)
 [0.167673,0.168966)
 [0.167673,0.168094)
 [0.167673,0.167968)
 [0.167669,0.169616)
 [0.167668,0.167974)
 [0.167667,0.16817)
 [0.167663,0.168499)
 [0.167661,0.169246)
 [0.16765,0.167792)
 [0.167649,0.168818)
 [0.167645,0.168132)
 [0.167643,0.167743)
 [0.16764,0.167822)
 [0.167636,0.168293)
 [0.167634,0.167723)
 [0.167628,0.168396)
 [0.167627,0.169644)
 [0.167625,0.168208)
 [0.167621,0.167712)
 [0.167613,0.168595)
 [0.167612,0.168368)
 [0.167612,0.168431)
 [0.167608,0.169637)
 [0.167608,0.168293)
 [0.167608, )
 [0.167604,0.168405)
 [0.167603,0.167977)
 [0.167598,0.167606)
 [0.167595,0.167841)
 [0.167591,0.169095)
 [0.16759,0.167682)
 [0.167584,0.167772)
 [0.167581,0.16901)
 [0.167576,0.168111)
 [0.167576,0.168673)
 [0.167574,0.167626)
 [0.167566,0.167671)
 [0.167565,0.167703)
 [0.167561,0.168342)
 [0.16756,0.168048)
 [0.16756,0.168222)
 [0.16756,0.168113)
 [0.167558,0.167848)
 [0.167555,0.168647)
 [0.167554,0.168564)
 [0.167553,0.168904)
 [0.16754,0.168497)
 [0.167539,0.168898)
 [0.167538,0.167599)
 [0.167537,0.169279)
 [0.167531,0.169182)
 [0.167529,0.168106)
 [0.167527,0.168156)
 [0.167524,0.167619)
 [0.167519,0.167578)
 [0.167514,0.168048)
 [0.167512,0.168999)
 [0.167512,0.167571)
 [0.167512,0.167824)
 [0.167511,0.167887)
 [0.167504,0.167745)
 [0.167504,0.167584)
 [0.167503,0.167762)
 [0.167502,0.168391)
 [0.167497,0.168384)
 [0.167495,0.167671)
 [0.167493,0.168463)
 [0.167489,0.169499)
 [0.167488,0.168619)
 [0.167485,0.167639)
 [0.167485,0.16796)
 [0.167485,0.167766)
 [0.167484,0.168781)
 [0.167484,0.168715)
 [0.167483,0.167806)
 [0.167481,0.168832)
 [0.167481,0.167697)
 [0.167479,0.167527)
 [0.167477,0.167542)
 [0.167476,0.169279)
 [0.167476,0.168071)
 [0.167474,0.168605)
 [0.167471,0.167749)
 [0.167469,0.169164)
 [0.167468,0.168151)
 [0.167466,0.169616)
 [0.167466,0.168172)
 [0.167464,0.167982)
 [0.167463,0.167982)
 [0.167462,0.168065)
 [0.167456,0.16984)
 [0.167449,0.167944)
 [0.167446,0.167606)
 [0.167442,0.167957)
 [0.16744,0.169093)
 [0.167437,0.168238)
 [0.167437,0.167786)
 [0.167436,0.168008)
 [0.167434,0.167809)
 [0.167432,0.167864)
 [0.167432,0.168218)
 [0.167432,0.167978)
 [0.16743,0.168352)
 [0.167429,0.168001)
 [0.167427,0.16749)
 [0.167426,0.168522)
 [0.167416,0.167551)
 [0.16741,0.167928)
 [0.16741,0.168255)
 [0.16741,0.169697)
 [0.167405,0.167579)
 [0.167404,0.167924)
 [0.167403,0.168011)
 [0.167398,0.167677)
 [0.167398,0.169489)
 [0.167397,0.167977)
 [0.167393,0.167647)
 [0.167389,0.167752)
 [0.167387,0.167475)
 [0.167386,0.167942)
 [0.167385,0.16893)
 [0.167381,0.167595)
 [0.167378,0.168066)
 [0.167376,0.167889)
 [0.167372,0.168209)
 [0.167369,0.168246)
 [0.167361,0.167486)
 [0.167361,0.167711)
 [0.16736,0.168688)
 [0.16736,0.168163)
 [0.167355,0.167368)
 [0.167354,0.167671)
 [0.167353,0.168343)
 [0.167349,0.167441)
 [0.167348,0.167538)
 [0.167348,0.167477)
 [0.167348,0.167553)
 [0.167347,0.167411)
 [0.167341,0.167581)
 [0.167338,0.167548)
 [0.167338,0.1691)
 [0.167335,0.167548)
 [0.167335,0.167603)
 [0.167328,0.167569)
 [0.167328,0.167882)
 [0.167324,0.167951)
 [0.16732,0.167621)
 [0.167318,0.167421)
 [0.167318,0.168937)
 [0.167316,0.167924)
 [0.167316,0.16805)
 [0.167313,0.167595)
 [0.167311,0.167432)
 [0.167311,0.167367)
 [0.16731,0.167854)
 [0.16731,0.167475)
 [0.16731,0.167531)
 [0.16731,0.169292)
 [0.167305,0.167928)
 [0.167302,0.168209)
 [0.167302,0.167433)
 [0.167299,0.167308)
 [0.167299,0.16784)
 [0.167296,0.168618)
 [0.16729,0.167779)
 [0.167289,0.167586)
 [0.167289,0.168818)
 [0.167283,0.167469)
 [0.16728,0.168185)
 [0.167277,0.169616)
 [0.167272,0.168264)
 [0.167272,0.168982)
 [0.167271,0.167843)
 [0.167268,0.16732)
 [0.167267,0.168456)
 [0.167265,0.167768)
 [0.167264,0.167321)
 [0.167262,0.167627)
 [0.167261,0.168146)
 [0.16726,0.167607)
 [0.167256,0.167685)
 [0.167252,0.16854)
 [0.167252,0.168927)
 [0.167251,0.168841)
 [0.16725,0.168266)
 [0.167247,0.16784)
 [0.167243,0.168117)
 [0.167242,0.168363)
 [0.167239,0.167878)
 [0.167237,0.167768)
 [0.167231,0.168684)
 [0.167221,0.168901)
 [0.167209,0.167864)
 [0.167206,0.168983)
 [0.167203,0.16735)
 [0.167203,0.168218)
 [0.1672,0.168593)
 [0.167197,0.167591)
 [0.167193,0.167421)
 [0.167191,0.167445)
 [0.16719,0.168572)
 [0.167187,0.167491)
 [0.167185,0.168117)
 [0.167184,0.168634)
 [0.167182,0.167297)
 [0.16718,0.167931)
 [0.167179,0.167208)
 [0.167178,0.168239)
 [0.167178,0.168429)
 [0.167171,0.168059)
 [0.167169,0.167486)
 [0.167167,0.168098)
 [0.167164,0.167291)
 [0.167163,0.167609)
 [0.167162,0.168216)
 [0.167158,0.16775)
 [0.167157,0.167733)
 [0.167156,0.167464)
 [0.167156,0.167596)
 [0.167156,0.167526)
 [0.167155,0.167938)
 [0.167153,0.167695)
 [0.167151,0.167756)
 [0.167147,0.167922)
 [0.167144,0.167197)
 [0.167143,0.168279)
 [0.167143,0.167953)
 [0.167142,0.169283)
 [0.167141,0.167214)
 [0.167139,0.167469)
 [0.167137,0.168161)
 [0.167135,0.169105)
 [0.167134,0.167336)
 [0.167131,0.168295)
 [0.167125,0.167796)
 [0.167124,0.168599)
 [0.167121,0.168493)
 [0.16712,0.167288)
 [0.167117,0.167773)
 [0.167116,0.167662)
 [0.167111,0.167335)
